"SITE_ID","YEAR","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"CON186","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.21","0.715","0.861","1.506","2.343","0.301","0.156","0.179","0.039","0.048","0.044"
"LYK123","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","5.885","3.834","2.374","1.86","4.205","1.772","0.465","0.106","0.091","0.075","0.106"
"BVL130","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","2.679","2.87","2.071","1.195","3.247","1.401","0.479","0.074","0.079","0.085","0.079"
"DEV412","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","0.333","0.866","0.31","1.011","1.305","0.291","0.251","0.156","0.048","0.055","0.048"
"ABT147","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.312","0.694","0.667","0.551","1.209","0.305","0.08","0.248","0.036","0.055","0.216"
"MCK231","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","3.511","3.312","1.093","1.279","2.352","1.351","0.247","0.093","0.038","0.086","0.045"
"SPD111","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.663","1.491","0.457","0.655","1.101","0.522","0.346","0.07","0.039","0.064","0.038"
"BWR139","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","7.551","4.883","1.254","2.522","3.735","1.687","0.168","0.406","0.066","0.072",""
"WNC429","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.368","0.662","0.242","0.518","0.752","0.267","0.204","0.027","0.021","0.028","0.015"
"GTH161","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.106","0.417","0.137","0.158","0.292","0.155","0.126","0.024","0.017","0.028","0.014"
"SUM156","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","1.561","3.856","0.334","0.915","1.235","0.837","0.115","0.457","0.069","0.073","0.161"
"KNZ184","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","1.238","2.082","1.659","1.06","2.703","0.653","1.616","0.078","0.058","0.088","0.034"
"PIN414","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.335","0.695","0.672","0.462","1.127","0.149","0.149","0.569","0.087","0.076","0.572"
"GRB411","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.129","0.546","0.169","0.264","0.429","0.174","0.252","0.098","0.032","0.031","0.069"
"SUM156","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.681","2.371","0.449","0.444","0.886","0.491","0.219","0.527","0.077","0.102","0.354"
"SHN418","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","5.261","4.449","0.41","2.439","2.81","1.451","0.157","0.076","0.028","0.047",""
"HOX148","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","2.171","2.544","1.171","1.13","2.282","1.068","0.242","0.052","0.053","0.056",""
"MCK231","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.554","1.246","0.986","0.809","1.782","0.623","0.225","0.079","0.037","0.079","0.042"
"DEN417","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","0.645","0.496","0.061","0.075","0.134","0.127","0.024","0.044","0.012","0.015","0.045"
"MOR409","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","1.241","0.891","0.18","0.42","0.593","0.293","0.029","0.111","0.017","0.039",""
"YEL408","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.694","0.455","0.21","0.247","0.453","0.199","0.098","0.027","0.014","0.026",""
"SND152","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","2.001","2.779","1.071","0.904","1.961","1.205","0.184","0.159","0.039","0.102","0.095"
"SPD111","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.56","1.252","0.438","0.659","1.087","0.431","0.424","0.072","0.047","0.069","0.044"
"BAS601","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","1.713","0.676","0.582","0.353","0.929","0.394","0.136","0.03","0.019","0.041","0.015"
"PSU106","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","2.508","2.525","1.274","1.044","2.302","1.179","0.258","0.073","0.04","0.064","0.063"
"ARE128","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","2.037","2.264","1.407","1.149","2.537","1.079","0.203","0.169","0.041","0.064","0.115"
"EGB181","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","3.406","3.21","2.002","1.092","3.077","1.465","0.557","0.116","0.059","0.053","0.142"
"LAV410","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","0.278","0.47","0.25","0.457","0.7","0.194","","","","",""
"SPD111","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","1.621","2.908","0.484","0.971","1.439","0.976","0.381","0.061","0.043","0.086","0.034"
"ARE128","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","2.692","2.803","1.211","1.567","2.753","1.238","0.192","0.13","0.037","0.066","0.064"
"HOX148","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","1.044","1.606","0.723","0.671","1.383","0.718","0.167","0.042","0.039","0.048","0.038"
"MCK231","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.306","1.82","0.886","1.0","1.87","0.762","0.262","0.099","0.042","0.071","0.056"
"PIN414","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","0.381","1.079","0.91","0.968","1.862","0.254","0.133","0.52","0.084","0.07","0.373"
"PIN414","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","0.478","1.219","1.281","1.466","2.723","0.33","","","","",""
"VOY413","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.457","0.887","0.429","0.355","0.778","0.368","0.171","0.036","0.035","0.047","0.02"
"DEV412","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","","","","","","","","","","",""
"LAV410","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.236","0.447","0.193","0.5","0.685","0.186","0.064","0.063","0.016","0.03",""
"CAT175","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.586","0.835","0.469","0.697","1.154","0.367","0.113","0.074","0.022","0.033","0.048"
"ASH135","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.387","0.769","0.185","0.195","0.377","0.27","0.069","0.092","0.02","0.065","0.085"
"YEL408","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.774","0.321","0.121","0.162","0.281","0.143","0.085","0.022","0.013","0.024","0.015"
"YEL408","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","0.706","0.472","0.176","0.211","0.384","0.177","","","","",""
"PET427","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","1.135","0.874","0.25","1.036","1.27","0.31","0.213","0.065","0.028","0.04","0.024"
"KEF112","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","6.67","3.702","0.387","1.391","1.756","1.135","0.14","0.067","0.03","0.048","0.035"
"GAS153","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","5.29","5.157","0.417","2.445","2.737","1.552","","","","",""
"PRK134","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.955","1.646","1.499","0.493","1.985","0.946","0.211","0.059","0.044","0.072","0.064"
"DEN417","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.371","0.377","0.057","0.06","0.116","0.116","0.023","0.046","0.01","0.013","0.046"
"PND165","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","0.344","0.501","0.162","0.405","0.561","0.198","0.122","0.032","0.017","0.025",""
"KNZ184","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.785","1.839","2.002","0.674","2.665","0.827","1.415","0.089","0.052","0.087","0.045"
"GRB411","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.16","0.623","0.196","0.305","0.497","0.203","0.402","0.158","0.051","0.045","0.154"
"UVL124","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","4.205","2.825","2.014","1.55","3.54","1.364","0.366","0.093","0.07","0.069",""
"MKG113","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","3.794","2.691","0.978","1.129","2.089","1.058","0.263","0.111","0.037","0.093","0.065"
"MCK131","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","","","","","","","","","","",""
"BVL130","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.924","1.412","1.525","0.969","2.479","0.787","0.425","0.059","0.067","0.064","0.061"
"CND125","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.705","1.92","0.518","0.743","1.249","0.686","0.093","0.226","0.042","0.08","0.122"
"KNZ184","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","1.596","2.206","2.07","0.943","2.999","0.901","1.134","0.095","0.05","0.069","0.045"
"DIN431","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.365","0.487","0.759","0.386","1.139","0.329","0.313","0.051","0.043","0.041","0.025"
"RED004","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.361","0.775","0.508","0.301","0.804","0.334","0.246","0.059","0.056","0.047","0.056"
"BEL116","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.501","2.293","0.798","1.34","2.117","0.861","0.197","0.16","0.044","0.065","0.08"
"BFT142","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.626","1.271","0.812","0.351","1.158","0.31","0.141","0.916","0.119","0.092","1.065"
"ANA115","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","2.162","2.143","1.497","0.969","2.45","1.044","0.328","0.085","0.076","0.083","0.078"
"CAD150","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","1.57","4.022","0.33","1.348","1.656","1.25","0.179","0.122","0.036","0.089","0.039"
"STK138","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.493","1.012","2.151","0.533","2.675","0.817","0.543","0.076","0.142","0.078","0.086"
"CHA467","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","0.514","0.92","0.332","0.6","0.922","0.318","0.216","0.101","0.027","0.037","0.042"
"LAV410","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.163","0.377","0.14","0.235","0.371","0.135","0.053","0.051","0.014","0.028","0.022"
"OLY421","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","2.232","1.032","0.583","0.41","0.986","0.326","","","","",""
"ROM406","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.264","0.598","0.227","0.442","0.661","0.236","0.129","0.034","0.019","0.031","0.017"
"DCP114","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","2.33","2.294","1.48","1.043","2.506","1.119","0.264","0.105","0.055","0.071","0.07"
"STK138","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","2.446","2.405","2.91","0.873","3.769","1.498","0.49","0.133","0.136","0.077","0.118"
"OLY421","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","","","","","","","","","","",""
"CND125","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","4.096","4.406","0.466","1.579","2.02","1.446","0.13","0.172","0.043","0.079","0.038"
"GLR468","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","0.444","0.602","0.443","0.313","0.751","0.35","0.15","0.034","0.027","0.075",""
"COW137","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.336","0.976","0.25","0.361","0.606","0.361","0.08","0.08","0.02","0.087","0.043"
"ROM406","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.207","0.511","0.217","0.401","0.612","0.217","0.152","0.03","0.02","0.033","0.016"
"KNZ184","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","1.585","2.849","2.014","1.159","3.155","1.087","1.21","0.077","0.052","0.081","0.035"
"MEV405","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","","","","","","","","","","",""
"SAN189","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.431","0.939","1.051","0.524","1.566","0.485","0.516","0.038","0.062","0.06","0.03"
"PND165","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","0.304","0.511","0.148","0.361","0.504","0.181","0.102","0.043","0.015","0.022","0.025"
"HOW132","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.406","0.915","0.16","0.237","0.393","0.32","0.046","0.101","0.018","0.052","0.08"
"BBE401","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.513","1.306","0.458","0.499","0.949","0.414","0.569","0.136","0.039","0.055","0.031"
"GAS153","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.531","1.198","0.438","0.695","1.122","0.391","0.127","0.232","0.042","0.076","0.125"
"VIN140","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","6.74","4.539","2.311","1.497","3.785","1.611","1.695","0.119","0.104","0.105","0.076"
"ANA115","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","4.89","3.256","1.838","1.815","3.624","1.405","0.363","0.111","0.088","0.073",""
"BAS601","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","1.056","0.576","0.486","0.332","0.813","0.288","0.141","0.049","0.019","0.034","0.02"
"NPT006","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.213","0.277","0.123","0.285","0.403","0.163","0.062","0.023","0.012","0.058","0.016"
"ASH135","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","1.018","1.68","0.29","0.462","0.745","0.51","0.121","0.094","0.025","0.158",""
"HVT424","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","","","","","","","","","","",""
"JOT403","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","0.776","1.198","1.256","2.749","3.961","0.511","0.324","0.214","0.058","0.072",""
"PIN414","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.258","0.943","0.77","0.675","1.434","0.207","0.133","0.534","0.085","0.078","0.417"
"STK138","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","1.683","1.988","2.732","0.756","3.476","1.345","0.592","0.077","0.16","0.088","0.101"
"LYE145","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","3.578","3.051","0.478","2.081","2.526","0.997","","","","",""
"PET427","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","1.499","0.987","0.447","1.071","1.501","0.379","0.272","0.101","0.045","0.056","0.08"
"ALC188","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","2.021","3.857","0.613","1.448","2.038","0.924","0.286","0.424","0.075","0.11","0.109"
"PED108","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.574","1.166","0.355","0.627","0.973","0.433","0.09","0.126","0.027","0.058","0.062"
"GTH161","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.117","0.414","0.129","0.167","0.293","0.161","0.147","0.026","0.02","0.028","0.016"
"WNC429","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.314","0.651","0.239","0.56","0.79","0.25","0.21","0.022","0.021","0.027","0.015"
"THR422","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.637","0.766","0.547","0.471","1.01","0.347","0.223","0.047","0.04","0.034","0.023"
"QAK172","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","1.024","1.31","1.002","0.775","1.764","0.63","0.29","0.075","0.061","0.06","0.083"
"MCK131","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.79","2.461","0.898","1.248","2.126","1.01","0.282","0.089","0.043","0.072","0.045"
"PNF126","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.419","1.008","0.366","0.494","0.852","0.387","0.113","0.094","0.026","0.058","0.049"
"CHE185","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.447","1.23","0.938","0.672","1.6","0.509","0.362","0.153","0.045","0.088","0.064"
"BAS601","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.988","0.714","0.676","0.412","1.081","0.416","0.153","0.034","0.023","0.038","0.017"
"ALH157","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.995","1.4","1.275","0.87","2.131","0.668","0.635","0.082","0.072","0.08","0.068"
"MKG113","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","10.479","4.292","1.001","2.134","3.1","1.514","0.241","0.125","0.038","0.076",""
"ABT147","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","3.072","2.657","0.722","1.364","2.064","0.905","0.092","0.236","0.039","0.054","0.089"
"DCP114","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","8.493","4.713","1.458","2.346","3.767","1.806","0.274","0.111","0.062","0.076","0.057"
"STK138","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","2.954","2.971","3.493","1.276","4.749","1.742","0.772","0.081","0.184","0.072",""
"ANA115","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","3.398","2.803","1.354","1.334","2.666","1.156","0.354","0.074","0.09","0.063","0.068"
"HOX148","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","2.088","2.075","0.87","0.935","1.791","0.835","0.188","0.04","0.046","0.047","0.039"
"OXF122","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","8.196","4.091","1.391","1.846","3.207","1.545","0.331","0.078","0.069","0.087","0.061"
"PED108","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","1.323","2.586","0.399","0.899","1.283","0.911","0.097","0.166","0.032","0.067","0.072"
"HOW132","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","1.233","1.667","0.22","0.622","0.832","0.509","0.051","0.147","0.023","0.041",""
"MAC426","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","5.89","4.713","1.076","2.074","3.117","1.746","0.252","0.072","0.039","0.078",""
"SEK430","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","1.079","1.423","2.477","2.32","4.763","1.05","0.228","0.178","0.057","0.114","0.023"
"CAT175","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","4.817","3.183","0.468","2.279","2.711","1.062","0.143","0.087","0.027","0.035",""
"GRS420","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.509","1.156","0.391","0.834","1.211","0.386","0.183","0.101","0.035","0.054","0.027"
"NCS415","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.219","0.703","0.151","0.235","0.382","0.217","0.034","0.105","0.018","0.037",""
"CKT136","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","8.697","4.754","0.63","2.935","3.518","1.398","","","","",""
"WSP144","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","2.87","2.318","0.906","1.4","2.283","0.89","0.19","0.227","0.049","0.077","0.145"
"SHN418","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","3.523","3.105","0.446","1.439","1.862","1.066","0.149","0.078","0.03","0.049","0.035"
"KNZ184","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.303","1.045","1.319","0.519","1.83","0.474","1.308","0.082","0.047","0.07","0.052"
"CND125","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.568","1.081","0.499","0.679","1.167","0.392","0.105","0.22","0.041","0.079","0.131"
"PAR107","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","2.664","2.918","0.426","0.639","1.055","0.914","0.439","0.064","0.038","0.096","0.044"
"CHA467","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","0.642","1.168","0.313","0.676","0.979","0.405","0.238","0.109","0.031","0.046","0.043"
"ANA115","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","4.927","3.538","2.011","1.904","3.885","1.544","0.35","0.118","0.083","0.082",""
"LRL117","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","11.252","4.835","0.381","1.469","1.826","1.42","0.145","0.079","0.023","0.051","0.048"
"BBE401","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.567","1.577","0.395","0.48","0.868","0.473","0.469","0.14","0.037","0.051","0.036"
"BBE401","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.652","1.692","0.444","0.523","0.959","0.501","0.454","0.144","0.036","0.049","0.03"
"GLR468","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.4","0.568","0.188","0.263","0.446","0.207","0.13","0.043","0.028","0.048","0.02"
"HOX148","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.84","1.423","0.834","0.526","1.352","0.696","0.144","0.046","0.036","0.048","0.044"
"LRL117","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","4.038","3.176","0.516","1.152","1.65","1.113","0.202","0.069","0.029","0.077","0.037"
"NIC001","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.31","0.747","0.263","0.296","0.554","0.287","0.087","0.044","0.015","0.042","0.03"
"ASH235","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","1.083","1.562","0.32","0.377","0.691","0.446","","","","",""
"CTH110","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","2.474","2.146","0.724","0.86","1.57","0.852","0.173","0.096","0.029","0.056","0.057"
"ASH135","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.379","0.802","0.167","0.176","0.341","0.291","0.068","0.072","0.019","0.065","0.071"
"PET427","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.391","0.675","0.271","0.73","0.989","0.244","0.217","0.077","0.028","0.03","0.036"
"IRL141","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","1.781","3.784","2.106","0.61","2.706","0.71","0.365","2.808","0.391","0.188","4.202"
"GLR468","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.378","0.594","0.209","0.282","0.487","0.249","0.093","0.034","0.019","0.04",""
"ABT147","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","1.85","1.847","0.69","0.985","1.659","0.647","0.086","0.275","0.039","0.07","0.138"
"THR422","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.595","0.846","0.655","0.467","1.115","0.408","0.279","0.048","0.048","0.043","0.026"
"CDZ171","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","7.833","5.146","1.227","2.734","3.918","1.796","","","","",""
"MAC426","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","1.688","2.346","0.929","0.935","1.849","0.99","0.208","0.087","0.032","0.07","0.04"
"GRB411","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.134","0.514","0.207","0.278","0.481","0.177","0.258","0.092","0.032","0.036","0.058"
"PRK134","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.459","0.772","0.996","0.429","1.419","0.514","0.222","0.039","0.041","0.047","0.054"
"BVL130","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","5.172","4.01","2.963","1.985","4.933","2.046","0.455","0.12","0.08","0.07",""
"MKG113","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","11.726","4.946","1.422","2.234","3.62","1.877","0.277","0.137","0.042","0.076",""
"SEK430","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.906","1.177","1.281","1.505","2.762","0.605","0.24","0.203","0.054","0.102","0.043"
"EGB181","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","3.71","2.81","2.345","1.022","3.351","1.424","0.635","0.107","0.061","0.051",""
"SAL133","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","7.059","4.343","2.61","2.721","5.281","1.937","","","","",""
"EGB181","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.761","0.925","1.131","0.556","1.678","0.497","0.399","0.092","0.054","0.051","0.105"
"PIN414","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.271","0.842","0.816","0.631","1.436","0.178","0.14","0.613","0.092","0.069","0.537"
"KEF112","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","10.366","3.871","0.426","1.986","2.38","1.133","","","","",""
"QAK172","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","1.24","1.388","0.913","0.885","1.784","0.612","0.334","0.075","0.065","0.064","0.054"
"BVL130","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","4.961","4.277","2.781","2.137","4.884","1.959","0.558","0.08","0.095","0.072",""
"JOT403","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.468","0.948","0.735","1.575","2.285","0.322","0.275","0.219","0.054","0.053","0.059"
"UND002","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.25","0.626","0.453","0.335","0.783","0.289","0.107","0.086","0.022","0.036","0.063"
"ANA115","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","1.915","2.268","1.359","1.238","2.577","1.061","0.281","0.087","0.068","0.073","0.071"
"ARE128","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","7.454","3.814","1.399","1.795","3.165","1.577","0.221","0.148","0.043","0.068","0.079"
"LRL117","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","12.735","5.022","0.459","2.024","2.451","1.612","0.166","0.104","0.025","0.061",""
"PRK134","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","1.243","2.066","1.719","0.767","2.487","1.075","0.317","0.069","0.056","0.063",""
"GLR468","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","0.6","0.671","0.242","0.28","0.517","0.283","0.127","0.03","0.025","0.049",""
"VOY413","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.24","0.535","0.493","0.257","0.746","0.275","0.17","0.043","0.04","0.043","0.037"
"VOY413","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.788","1.344","0.546","0.535","1.072","0.541","0.149","0.054","0.032","0.04",""
"CND125","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","5.013","4.496","0.777","1.787","2.535","1.607","0.117","0.229","0.045","0.088","0.068"
"NEC602","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.336","0.561","0.232","0.426","0.651","0.219","0.348","0.031","0.022","0.028","0.023"
"ESP127","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.481","1.222","0.449","0.622","1.061","0.436","0.188","0.107","0.032","0.072","0.055"
"GTH161","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.184","0.328","0.099","0.158","0.254","0.122","0.087","0.022","0.014","0.019","0.014"
"PIN414","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","0.362","1.181","0.928","0.912","1.825","0.216","0.15","0.602","0.1","0.081","0.401"
"WNC429","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","","","","","","","","","","",""
"ROM206","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.188","0.497","0.156","0.327","0.478","0.197","0.101","0.025","0.015","0.022","0.015"
"ROM206","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","","","","","","","","","","",""
"CVL151","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.429","1.196","0.47","0.525","0.986","0.411","0.171","0.155","0.039","0.084","0.066"
"EVE419","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.821","2.551","1.121","0.383","1.498","0.334","0.403","1.409","0.202","0.124","1.707"
"CND125","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","4.244","4.216","0.551","1.762","2.285","1.461","0.101","0.141","0.033","0.078",""
"CKT136","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","1.428","2.267","0.408","0.998","1.389","0.789","0.173","0.075","0.029","0.056","0.036"
"MKG113","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","3.479","2.736","0.852","1.219","2.052","1.064","0.233","0.104","0.033","0.076","0.061"
